ticker,total_score,roe_score,roic_score,margin_score,trend_score,health_score,cash_score,pass,current_price,intrinsic_value,gap_pct,recommendation,avg_roe,avg_roic,avg_net_margin,avg_fcf_margin,debt_ratio,eps_cagr,years_data,trust_grade,trust_grade_text,trust_grade_stars,pass_reason,valuation_reason
PEG,9,0,0,8,0,1,0,FAIL,80.635,136.7028597264209,69.53290720707001,BUY,13.100996069777308,4.892410855539574,16.849863164053897,-7.323570952766958,275.2643612460703,31.156912841372165,3,2,2등급,★★★★☆,,
UBER,9,0,0,0,0,5,4,FAIL,81.35,36.48,-55.156730178242164,WAIT,-20.68114451576676,0.4141128471349411,-0.4010275598724178,8.639914927552306,133.44466091474163,0.0,3,2,2등급,★★★★☆,,
AMCR,9,0,0,5,0,0,4,FAIL,44.545,2.5600000000000005,-94.25300258165899,WAIT,17.22955105704773,5.3874531284024725,5.355905332767662,5.836332020911503,215.94474761255117,0.0,4,1,1등급,★★★★★,,
HUM,8,0,0,5,0,1,2,FAIL,200.045,79.84000000000002,-60.0889799795046,WAIT,13.667768686130442,5.788871746235837,2.128747538367658,2.8479566751504657,183.41374045801527,0.0,3,2,2등급,★★★★☆,,
NRG,8,0,0,5,0,1,2,FAIL,153.5224,39.92000000000001,-73.99727987577056,WAIT,23.44831062702711,4.560662106742594,2.3897887327156977,1.1632600075663622,869.410815173527,0.0,3,2,2등급,★★★★☆,,
CVS,8,0,0,5,0,1,2,FAIL,73.31,35.916147489156856,-51.007846829686464,WAIT,7.683714769417328,3.159001064429972,1.6355658501622876,2.9244220331689768,234.89280042350453,5.957509715124387,3,2,2등급,★★★★☆,,
PSX,8,0,0,5,0,1,2,FAIL,141.32,39.92000000000001,-71.75205208038493,WAIT,22.67956517687021,10.449176498256202,4.241038575087246,3.395335378959986,160.97124927028605,0.0,3,2,2등급,★★★★☆,,
T,8,0,0,0,0,1,7,FAIL,24.0191,11.920000000000002,-50.372828290818546,WAIT,5.229074892018741,3.862790743142026,4.550466502607144,14.036312525547975,263.0686390986088,0.0,3,2,2등급,★★★★☆,,
GEV,8,0,0,1,0,5,2,FAIL,679.6,44.64,-93.43143025309006,WAIT,-5.112723709561454,-1.8497473297660907,-2.0338681039143545,1.360519120339915,428.3679027865074,0.0,3,2,2등급,★★★★☆,,
BG,8,0,0,5,0,3,0,FAIL,116.75,63.92000000000001,-45.25053533190577,WAIT,16.531719888108462,8.707075436749527,2.7676095698024725,-1.4736199876723222,140.72430142237465,0.0,3,2,2등급,★★★★☆,,
CI,8,0,0,5,0,1,2,FAIL,271.055,96.96,-64.22866207965174,WAIT,11.515652265566564,4.312112984339241,2.5915455880614555,4.33337495462323,279.3800112104891,0.0,3,2,2등급,★★★★☆,,
UAL,8,0,0,5,0,1,2,FAIL,105.9,2176.5965791330873,1955.3319916270887,BUY,21.20320484201441,4.744667788173181,4.010523046339495,3.000582251123401,484.48126232741623,105.85597298681857,3,2,2등급,★★★★☆,,
HSIC,8,0,0,5,0,1,2,FAIL,75.35,24.400000000000002,-67.61778367617782,WAIT,12.829408646977107,6.243825584477719,3.5676019595783455,3.833469964915029,158.59121721190687,0.0,3,2,2등급,★★★★☆,,
WBD,7,0,0,0,0,0,7,FAIL,28.0,-36.96,0.0,WAIT,-18.598259905657127,-4.8697427060456375,-19.375896491098107,11.992461746696174,204.54799189117722,0.0,3,2,2등급,★★★★☆,,
SW,7,0,0,5,0,0,2,FAIL,43.14,6.56,-84.7936949466852,WAIT,11.474239307291612,5.573766805966044,5.3291629147715005,3.0045344675082166,151.91244239631337,0.0,3,2,2등급,★★★★☆,,
DAY,7,0,0,3,0,0,4,FAIL,69.365,0.8800000000000001,-98.73134866287033,WAIT,-0.16126000496443024,0.25894052171575693,-0.4137426680960005,6.5816213303914735,258.04893374700544,0.0,3,2,2등급,★★★★☆,,
IP,7,0,0,5,0,0,2,FAIL,42.45,12.560000000000002,-70.41224970553593,WAIT,9.320841834161866,7.279285293966201,3.873834318089564,4.532677173284262,178.96733145723724,0.0,3,2,2등급,★★★★☆,,
IFF,6,0,0,0,0,4,2,FAIL,72.47,7.6000000000000005,-89.51290189043743,WAIT,-8.794871172982035,-3.1319400374498474,-11.748413908776385,4.173296843000239,106.34188526953012,0.0,3,2,2등급,★★★★☆,,
ETR,6,0,0,6,0,0,0,FAIL,96.8051,19.6,-79.75313284114162,WAIT,10.524574886406583,4.306618004240488,12.116913776282706,-12.201241663753828,328.09941035423986,0.0,3,2,2등급,★★★★☆,,
LUV,6,0,0,5,0,1,0,FAIL,41.465,6.08,-85.33703123115882,WAIT,4.652839451226252,1.9248060213001377,1.9125177558861466,-2.6777627292274637,226.08695652173913,0.0,3,2,2등급,★★★★☆,,
KMX,5,0,0,5,0,0,0,FAIL,46.185,25.680000000000003,-44.39753166612536,WAIT,11.63360355778438,4.120758301153435,2.236829917953151,-1.372812038282584,338.9597737493649,0.0,4,1,1등급,★★★★★,,
FE,5,0,0,5,0,0,0,FAIL,47.495,123.92995988386133,160.93264529710777,BUY,7.468187434548398,3.176564516896986,6.360246082823786,-8.359353864507323,307.6997189883581,54.73739681095513,3,2,2등급,★★★★☆,,
DTE,5,0,0,5,0,0,0,FAIL,137.325,93.39828079401452,-31.98741613397813,WAIT,11.686675317899585,4.548865589341644,9.288114586898866,-6.501066972075336,317.480126506539,10.745170339943888,3,2,2등급,★★★★☆,,
EIX,5,0,0,5,0,0,0,FAIL,62.685,181.66453980541462,189.80543958748444,BUY,8.09477503241207,3.5749580182047027,7.39384959731602,-10.44828194692646,435.8432380340507,43.83149863642526,3,2,2등급,★★★★☆,,
HAS,5,0,0,0,0,1,4,FAIL,89.31,126.11147100881365,41.20643937836037,BUY,-33.25153621524506,-2.774016683612388,-5.6558522143461305,9.809011399067384,445.3438147892191,37.24291033913616,3,2,2등급,★★★★☆,,
PPL,5,0,0,5,0,0,0,FAIL,36.75,15.362375536364517,-58.19761758812376,WAIT,5.684093360694877,3.2609173017758724,9.65465412634124,-6.159001632912312,191.74540029835902,8.465228909328083,3,2,2등급,★★★★☆,,
PCG,5,0,0,5,0,0,0,FAIL,14.965,29.060056529008218,94.18681275648659,BUY,8.429886160344724,7.067144553717832,9.296511321344417,-18.97823768871989,342.49560516103355,17.006308336243947,3,2,2등급,★★★★☆,,
KKR,5,0,0,5,0,0,0,FAIL,117.342,26.24,-77.63801537386443,WAIT,8.853462448031303,1.9819786407956625,10.299830495671358,-25.834684565244725,1260.44378537609,0.0,3,2,2등급,★★★★☆,,
ILMN,4,0,0,0,0,0,4,FAIL,151.82,-61.52000000000001,0.0,WAIT,-46.16146637187679,-21.39277175613971,-49.94128432788423,8.270843018568687,165.61314791403288,0.0,3,2,2등급,★★★★☆,,
CEG,4,0,0,1,0,3,0,FAIL,288.0,95.12,-66.97222222222223,WAIT,13.959508516373893,3.815540391946415,7.255287200941782,-22.95679200067202,299.156919337688,0.0,3,2,2등급,★★★★☆,,
BAX,4,0,0,0,0,0,4,FAIL,19.6,-10.16,0.0,WAIT,-6.472930178951022,-2.3721518431243758,-1.5523191262389833,7.811608924094384,269.35669155657666,0.0,3,2,2등급,★★★★☆,,
SWK,3,0,0,3,0,0,0,FAIL,79.41,15.600000000000001,-80.3551190026445,WAIT,3.628790659487752,3.792690462867648,2.0723865564118866,-0.4794778915835322,150.5636532529043,0.0,3,2,2등급,★★★★☆,,
CZR,3,0,0,1,0,0,2,FAIL,21.775,-10.32,0.0,WAIT,-4.544202339734128,-26.258162126673316,-1.3206492794913516,0.826522901423048,678.7106086119798,0.0,3,2,2등급,★★★★☆,,
AES,1,0,0,1,0,0,0,FAIL,14.8746,18.88,26.927782931978005,BUY,11.226394571566836,2.210800753661434,3.7709845111575113,-29.78846169674897,1089.517014270033,0.0,3,2,2등급,★★★★☆,,
ES,1,0,0,1,0,0,0,FAIL,70.3,18.16,-74.1678520625889,WAIT,3.785393024783739,2.6307286279865796,4.846282165970858,-16.852933279470438,295.2219661612538,0.0,3,2,2등급,★★★★☆,,
WDC,1,0,0,0,0,1,0,FAIL,264.81,44.72061365604864,-83.1121884913528,WAIT,6.1989400240420425,4.607302443845111,-2.945063539182054,-3.6358635992692516,152.7436823104693,2.531847707151913,4,1,1등급,★★★★★,,
NCLH,0,0,0,0,0,0,0,FAIL,21.1,15.12,-28.34123222748816,WAIT,-1063.4124487004176,1.897600854952768,-11.772233489001692,-10.784095464011179,1300.95865203632,0.0,3,2,2등급,★★★★☆,,
CCL,0,0,0,0,0,0,0,FAIL,28.94,11.52,-60.19350380096752,WAIT,-22.206774532578564,1.2509560846358359,-14.251661876221235,-14.839155700116317,430.23130134025075,0.0,3,2,2등급,★★★★☆,,
RCL,0,0,0,0,0,0,0,FAIL,300.17,88.0,-70.6832794749642,WAIT,-0.3949094828384124,6.233715484461116,1.7572407071316754,-2.9760757289120505,387.87518180616155,0.0,3,2,2등급,★★★★☆,,
